Date,Tweet,ID,Time,Impressions,Engagements,Engagement Rate,Retweets,Replies,Likes,User Profile Clicks,URL Clicks,Hashtag Clicks,Detail Expands,Permalink Clicks,App Opens,App Installs,Follows,Email Tweet,Dial Phone,Media Views,Media Engagements
2020-03-16 16:26:00,Loving the latest updates on #FoodLover!,9365809,16:26:00,47434,19821,0.4179,426,49,430,170,42,110,543,244,33,32,33,2,9,1139,1320
2020-07-25 00:23:00,"I just read an article on #AI, and it's amazing!",9620416,00:23:00,46277,28731,0.6208,481,784,1745,97,170,181,357,347,8,6,38,9,3,3457,2988
2020-07-02 03:00:00,"I just read an article on #Gaming, and it's amazing!",8101873,03:00:00,31458,13453,0.4276,275,829,2025,432,291,43,554,14,85,49,79,13,4,2373,1575
2020-12-14 07:27:00,#BreakingNews is the future! Can't wait to see what happens next.,2150944,07:27:00,1764,1045,0.5924,698,112,3256,312,253,192,151,259,80,23,68,11,4,3676,2893
2020-01-01 05:53:00,"I just read an article on #FoodLover, and it's amazing!",8907982,05:53:00,11666,5394,0.4624,284,959,4848,11,285,104,276,385,68,11,12,9,0,851,1849
2020-10-19 14:49:00,#Gaming is the future! Can't wait to see what happens next.,9641970,14:49:00,36745,35057,0.9541,1974,508,4941,394,138,148,408,275,10,23,46,11,4,2657,2475
2020-01-05 07:00:00,"I just read an article on #FoodLover, and it's amazing!",1769333,07:00:00,35400,22852,0.6455,1174,253,4995,21,29,113,333,234,38,18,10,16,1,3490,1164
2020-03-27 01:15:00,Loving the latest updates on #AI!,7014872,01:15:00,15511,8309,0.5357,1515,313,2360,268,116,13,211,1,70,17,14,18,4,1491,1759
2020-01-20 06:27:00,Did you hear about #Football? Crazy stuff!,7889708,06:27:00,26943,15319,0.5686,647,911,3987,125,230,43,194,177,69,44,58,10,4,3143,1810
2020-04-14 09:47:00,Just saw something interesting about #AI. Thoughts?,9514176,09:47:00,37756,12236,0.3241,1893,788,3722,498,278,139,361,248,83,18,64,17,8,3368,2977
2020-12-15 19:03:00,Did you hear about #Football? Crazy stuff!,4438905,19:03:00,13138,9570,0.7284,1486,503,1212,221,133,69,689,78,64,44,11,18,1,3035,3
2020-08-06 14:10:00,Loving the latest updates on #Football!,9364667,14:10:00,6600,3563,0.5398,1681,789,12,407,257,21,171,193,11,7,67,14,5,4908,111
2020-12-10 15:50:00,#Gaming is the future! Can't wait to see what happens next.,6153908,15:50:00,18494,14148,0.765,861,59,2596,317,38,1,576,130,57,28,83,11,6,4832,421
2020-09-09 02:14:00,Loving the latest updates on #AI!,6553915,02:14:00,28637,25084,0.8759,997,980,569,228,162,190,595,333,96,42,44,6,1,579,1812
2020-08-22 15:12:00,Loving the latest updates on #Gaming!,2739791,15:12:00,25942,7031,0.271,1070,43,4143,157,99,153,226,252,1,17,31,0,6,2674,588
2020-02-24 18:49:00,Loving the latest updates on #BreakingNews!,5870479,18:49:00,13459,8670,0.6442,667,742,1705,323,191,22,417,101,34,43,36,5,5,615,2389
2020-06-15 14:15:00,Just saw something interesting about #FoodLover. Thoughts?,6049282,14:15:00,1651,970,0.5875,943,141,1891,380,232,172,112,266,35,13,70,19,5,4934,2666
2020-10-11 22:50:00,#Gaming is the future! Can't wait to see what happens next.,2819544,22:50:00,17045,2425,0.1423,1427,764,3272,278,117,167,11,207,84,36,100,16,3,4367,278
2020-08-07 06:34:00,"I just read an article on #AI, and it's amazing!",1658087,06:34:00,5382,4333,0.8051,1577,597,3526,194,12,43,191,234,83,0,37,5,1,1916,1479
2020-12-22 00:51:00,"I just read an article on #FoodLover, and it's amazing!",4633166,00:51:00,23994,8419,0.3509,476,134,3012,18,42,102,635,331,60,10,40,4,8,2354,436
2020-09-12 00:03:00,#Football is the future! Can't wait to see what happens next.,6907475,00:03:00,1594,453,0.2842,576,863,1054,225,176,138,147,20,15,32,95,2,10,4147,568
2020-04-16 20:14:00,Loving the latest updates on #Gaming!,7686512,20:14:00,15912,571,0.0359,1248,196,4093,489,8,127,377,192,100,34,32,20,6,2858,2278
2020-01-01 18:31:00,"I just read an article on #Gaming, and it's amazing!",3347148,18:31:00,17763,9390,0.5286,1598,213,4950,364,224,164,202,94,95,5,48,19,9,1497,381
2020-01-11 12:56:00,#AI is the future! Can't wait to see what happens next.,5485313,12:56:00,11602,5276,0.4547,377,868,745,318,99,61,269,73,88,27,10,7,4,656,2159
2020-02-13 17:04:00,#Football is the future! Can't wait to see what happens next.,9678985,17:04:00,7335,3563,0.4858,983,580,2395,394,189,165,203,351,34,2,86,18,5,2951,2588
2020-04-21 09:33:00,Just saw something interesting about #FoodLover. Thoughts?,9504283,09:33:00,23951,21348,0.8913,1400,859,4642,153,103,114,22,279,95,9,30,14,2,2298,1466
2020-08-13 00:02:00,"I just read an article on #Football, and it's amazing!",9501326,00:02:00,18333,11029,0.6016,1694,691,3036,316,192,50,614,312,79,43,57,13,8,2904,540
2020-07-16 17:58:00,Loving the latest updates on #FoodLover!,8620213,17:58:00,33257,1716,0.0516,786,228,3220,159,213,156,434,201,82,22,27,2,5,1012,1741
2020-10-16 02:36:00,Just saw something interesting about #Gaming. Thoughts?,9026040,02:36:00,45545,25159,0.5524,896,721,3389,57,92,76,492,269,67,19,45,2,6,4353,1509
2020-08-31 17:54:00,"I just read an article on #Gaming, and it's amazing!",1058941,17:54:00,47685,25216,0.5288,635,706,2900,323,43,155,103,180,36,1,71,20,7,3583,61
2020-03-21 03:35:00,"I just read an article on #AI, and it's amazing!",9677354,03:35:00,26876,8048,0.2994,984,493,2927,427,171,6,503,98,70,34,62,13,10,1078,2622
2020-01-26 14:06:00,Loving the latest updates on #FoodLover!,1703052,14:06:00,13983,11474,0.8206,275,898,113,329,222,114,498,122,24,14,89,18,1,4909,1359
2020-01-24 07:39:00,Loving the latest updates on #FoodLover!,6552623,07:39:00,3048,2736,0.8976,1227,727,2039,370,258,126,473,319,74,49,60,20,4,4407,1961
2020-08-03 15:09:00,Did you hear about #AI? Crazy stuff!,3111246,15:09:00,9478,2390,0.2522,1795,310,940,321,1,77,698,258,74,41,79,6,1,628,2363
2020-07-04 07:18:00,#FoodLover is the future! Can't wait to see what happens next.,9493616,07:18:00,33816,22490,0.6651,1227,343,4480,175,112,111,228,210,2,44,53,1,10,2654,1519
2020-05-27 09:23:00,#AI is the future! Can't wait to see what happens next.,5209430,09:23:00,11083,295,0.0266,902,400,4169,157,284,150,557,96,63,12,15,8,3,46,1323
2020-08-19 07:03:00,"I just read an article on #Football, and it's amazing!",8313610,07:03:00,1945,1132,0.582,1021,277,3193,80,49,61,469,340,2,1,36,4,10,201,1630
2020-07-03 23:49:00,#BreakingNews is the future! Can't wait to see what happens next.,8241492,23:49:00,31632,27881,0.8814,931,249,4356,61,144,180,444,89,23,30,71,20,2,1150,2374
2020-01-07 01:03:00,"I just read an article on #FoodLover, and it's amazing!",4364026,01:03:00,44230,3147,0.0712,1518,865,305,91,89,28,553,285,9,28,2,14,7,3050,234
2020-07-06 04:11:00,"I just read an article on #Gaming, and it's amazing!",1573579,04:11:00,22040,946,0.0429,206,387,2651,429,129,146,217,352,72,41,61,15,6,2251,2647
2020-08-30 18:54:00,"I just read an article on #FoodLover, and it's amazing!",1374909,18:54:00,5612,4588,0.8175,757,156,3229,437,139,83,228,125,24,4,25,11,2,2946,1404
2020-04-08 02:39:00,"I just read an article on #FoodLover, and it's amazing!",4510333,02:39:00,17350,6450,0.3718,1918,850,1433,106,194,83,470,270,13,1,19,2,4,2924,2689
2020-10-30 08:43:00,Just saw something interesting about #AI. Thoughts?,7656212,08:43:00,47861,19126,0.3996,1379,581,1363,193,27,9,673,378,88,0,78,1,8,891,1079
2020-10-26 12:11:00,Did you hear about #Football? Crazy stuff!,7893368,12:11:00,26535,7080,0.2668,1012,474,4428,134,201,32,695,187,45,50,45,3,9,2626,2778
2020-01-21 04:04:00,"I just read an article on #Football, and it's amazing!",6579472,04:04:00,47567,21906,0.4605,607,346,950,17,53,166,246,191,28,7,0,18,0,1210,2105
2020-04-04 01:59:00,"I just read an article on #Gaming, and it's amazing!",1880827,01:59:00,24829,5584,0.2249,892,439,2799,210,235,67,146,68,41,36,60,17,5,3431,2586
2020-06-19 20:47:00,"I just read an article on #Gaming, and it's amazing!",3665725,20:47:00,25328,7510,0.2965,561,839,4380,53,243,156,675,273,73,16,10,18,10,2114,2436
2020-10-03 20:10:00,Loving the latest updates on #FoodLover!,4168354,20:10:00,8920,7307,0.8192,251,447,1073,30,241,36,480,279,69,15,87,10,8,3288,1646
2020-06-21 16:16:00,"I just read an article on #BreakingNews, and it's amazing!",3493158,16:16:00,24759,23924,0.9663,1667,709,3421,21,201,2,489,369,70,32,100,16,8,2812,2496
2020-11-04 19:38:00,"I just read an article on #Gaming, and it's amazing!",7553819,19:38:00,11076,859,0.0776,891,103,3640,331,242,57,181,154,66,5,10,12,8,1517,1035
2020-05-26 00:33:00,Loving the latest updates on #Gaming!,8312747,00:33:00,33372,26896,0.8059,671,102,338,253,257,94,467,289,3,28,49,15,0,4029,2627
2020-02-15 07:46:00,Loving the latest updates on #AI!,5396298,07:46:00,46638,17067,0.3659,1592,624,1439,471,11,15,678,93,46,20,43,5,3,882,2559
2020-04-14 20:22:00,#FoodLover is the future! Can't wait to see what happens next.,1796770,20:22:00,4385,3766,0.8588,1369,99,326,463,254,184,662,26,90,49,90,19,5,860,1595
2020-12-27 11:19:00,#Gaming is the future! Can't wait to see what happens next.,4652827,11:19:00,47127,16980,0.3603,1270,903,2617,124,158,98,111,369,12,18,88,11,4,216,2591
2020-01-25 00:22:00,Did you hear about #Football? Crazy stuff!,6080313,00:22:00,33902,20693,0.6104,1993,570,357,272,14,164,375,370,43,11,66,12,10,1024,2193
2020-02-12 00:49:00,Did you hear about #Football? Crazy stuff!,1907729,00:49:00,49672,46221,0.9305,1208,725,4190,30,267,47,103,213,87,4,7,7,9,319,1319
2020-06-12 18:27:00,#AI is the future! Can't wait to see what happens next.,8473057,18:27:00,31401,1340,0.0427,253,527,1336,203,213,96,164,69,9,28,33,13,1,243,2359
2020-12-19 07:03:00,#BreakingNews is the future! Can't wait to see what happens next.,1306071,07:03:00,27388,27226,0.9941,769,924,1430,289,95,107,19,136,35,8,44,6,1,2076,614
2020-07-27 22:42:00,#Gaming is the future! Can't wait to see what happens next.,1754278,22:42:00,38869,19407,0.4993,198,366,637,86,235,138,298,104,78,7,1,14,1,1443,352
2020-03-28 17:47:00,Did you hear about #FoodLover? Crazy stuff!,3654834,17:47:00,15070,5780,0.3835,62,898,759,139,166,198,646,275,37,23,49,14,9,1214,2921
2020-10-20 09:31:00,#Gaming is the future! Can't wait to see what happens next.,9606899,09:31:00,43293,40412,0.9335,1171,590,4371,289,256,36,595,299,29,6,59,15,3,4999,1610
2020-02-17 00:49:00,"I just read an article on #AI, and it's amazing!",1450852,00:49:00,1521,894,0.5878,1039,238,1525,54,193,95,175,247,6,48,10,4,8,85,999
2020-04-30 21:30:00,"I just read an article on #Football, and it's amazing!",7202316,21:30:00,9585,7459,0.7782,1602,984,1881,219,219,105,181,168,31,47,35,13,2,3526,2856
2020-07-01 13:12:00,#Gaming is the future! Can't wait to see what happens next.,5855294,13:12:00,28051,21866,0.7795,1725,103,3360,260,294,14,425,226,62,42,1,14,0,3737,1754
2020-02-04 05:03:00,#FoodLover is the future! Can't wait to see what happens next.,1016376,05:03:00,36995,12374,0.3345,1758,627,3772,458,87,85,607,134,93,5,95,11,6,3904,917
2020-02-13 22:12:00,Just saw something interesting about #Gaming. Thoughts?,8515471,22:12:00,36472,10879,0.2983,1059,603,4246,276,217,174,638,20,64,4,55,18,5,4438,977
2020-12-14 11:30:00,Just saw something interesting about #Football. Thoughts?,8912326,11:30:00,39788,13151,0.3305,679,187,3123,183,42,109,162,180,40,35,29,19,6,673,1051
2020-07-20 19:50:00,#FoodLover is the future! Can't wait to see what happens next.,5752682,19:50:00,1858,311,0.1674,1745,458,354,118,85,172,486,348,21,20,2,17,9,3763,134
2020-11-05 12:46:00,Just saw something interesting about #AI. Thoughts?,7769877,12:46:00,26544,13032,0.491,237,442,1908,102,110,49,603,62,33,38,29,3,4,1432,2264
2020-04-12 07:59:00,Just saw something interesting about #AI. Thoughts?,8085658,07:59:00,11690,9495,0.8122,608,354,594,59,54,108,132,167,2,33,50,14,5,30,1326
2020-07-16 04:15:00,#BreakingNews is the future! Can't wait to see what happens next.,8678725,04:15:00,46521,32516,0.699,1106,926,3991,488,63,164,200,378,55,30,0,17,10,681,2905
2020-12-22 19:53:00,Did you hear about #Gaming? Crazy stuff!,7772960,19:53:00,13406,8363,0.6238,176,48,1103,103,299,187,241,350,66,12,58,12,9,1400,1373
2020-02-27 04:35:00,#AI is the future! Can't wait to see what happens next.,4909310,04:35:00,2086,2048,0.9818,1609,283,553,198,144,162,84,46,76,25,27,19,3,4732,1713
2020-06-16 04:30:00,Just saw something interesting about #Football. Thoughts?,2840758,04:30:00,6845,3934,0.5747,639,888,499,331,142,196,534,116,19,31,78,3,4,2076,2802
2020-05-05 06:04:00,Did you hear about #Gaming? Crazy stuff!,8817307,06:04:00,49643,9589,0.1932,1612,343,1108,164,200,119,290,225,86,17,18,18,1,4620,2470
2020-05-27 06:49:00,#FoodLover is the future! Can't wait to see what happens next.,1189993,06:49:00,19316,2504,0.1296,626,441,2250,141,221,184,667,255,25,32,43,11,0,3523,542
2020-09-01 11:39:00,Did you hear about #FoodLover? Crazy stuff!,8226813,11:39:00,46451,9137,0.1967,930,845,3983,7,40,174,101,222,95,11,95,5,5,1056,2335
2020-03-15 15:18:00,"I just read an article on #AI, and it's amazing!",3499316,15:18:00,48414,5050,0.1043,1093,692,390,123,156,159,493,95,38,6,19,11,1,4607,2027
2020-06-22 16:02:00,Did you hear about #BreakingNews? Crazy stuff!,7064582,16:02:00,23930,2610,0.1091,411,926,3816,370,56,52,619,122,72,5,94,0,8,558,1472
2020-08-17 09:15:00,Just saw something interesting about #BreakingNews. Thoughts?,2629183,09:15:00,7302,6557,0.898,878,98,1430,386,156,60,65,229,26,0,49,13,3,2751,75
2020-10-25 08:25:00,Just saw something interesting about #AI. Thoughts?,4492491,08:25:00,2979,1812,0.6083,535,826,2726,495,42,33,440,183,69,6,15,20,4,751,524
2020-01-21 04:36:00,"I just read an article on #BreakingNews, and it's amazing!",7492984,04:36:00,35133,23545,0.6702,609,159,2811,66,1,132,602,200,78,49,69,19,0,686,1438
2020-04-25 08:05:00,Did you hear about #Football? Crazy stuff!,5787061,08:05:00,1461,1359,0.9302,149,545,2112,164,163,19,337,50,96,4,2,19,6,339,694
2020-11-10 22:10:00,"I just read an article on #Gaming, and it's amazing!",3824245,22:10:00,20441,9206,0.4504,276,170,426,422,152,145,694,200,61,24,0,10,10,1330,206
2020-04-18 18:38:00,Just saw something interesting about #Football. Thoughts?,9896428,18:38:00,38975,24505,0.6287,1824,100,4167,10,89,68,272,36,44,12,60,6,1,1876,2838
2020-08-13 00:22:00,Did you hear about #Football? Crazy stuff!,8967425,00:22:00,45314,23822,0.5257,1644,36,4982,37,39,74,469,266,15,13,36,11,0,3334,206
2020-06-04 03:23:00,Loving the latest updates on #Gaming!,5729067,03:23:00,24619,15698,0.6376,582,785,3004,142,72,6,99,301,93,32,60,19,1,3699,489
2020-09-01 14:05:00,Just saw something interesting about #BreakingNews. Thoughts?,9102571,14:05:00,49185,26624,0.5413,1334,678,2932,120,136,176,233,261,31,44,33,4,8,1474,2059
2020-10-14 23:50:00,"I just read an article on #Football, and it's amazing!",6566886,23:50:00,35517,11385,0.3206,1703,592,2321,244,72,197,33,79,82,39,44,20,2,3331,1617
2020-10-10 01:29:00,"I just read an article on #AI, and it's amazing!",4461385,01:29:00,24027,20795,0.8655,1170,496,1641,418,196,191,365,119,60,43,32,10,0,4162,689
2020-04-21 12:27:00,"I just read an article on #Gaming, and it's amazing!",7405175,12:27:00,3578,234,0.0654,1339,477,3265,495,270,140,152,169,74,27,43,3,7,3614,624
2020-11-29 04:36:00,"I just read an article on #Gaming, and it's amazing!",3773095,04:36:00,49721,9689,0.1949,1308,231,1319,184,62,147,96,111,73,44,68,20,3,3437,1366
2020-10-23 14:29:00,Just saw something interesting about #BreakingNews. Thoughts?,1936446,14:29:00,32604,30760,0.9434,1242,292,2142,173,293,16,155,273,84,30,18,1,4,2468,559
2020-09-09 13:30:00,"I just read an article on #Football, and it's amazing!",4101432,13:30:00,3750,3001,0.8003,98,932,3023,132,289,156,149,206,57,42,25,10,2,3196,444
2020-07-15 18:05:00,Just saw something interesting about #BreakingNews. Thoughts?,1966829,18:05:00,28811,11681,0.4054,1338,656,3908,294,36,55,611,397,1,22,23,9,3,4200,913
2020-11-15 04:30:00,"I just read an article on #Gaming, and it's amazing!",2720738,04:30:00,49685,17721,0.3567,1963,365,2086,246,118,113,423,277,41,17,39,3,3,385,822
2020-04-20 10:24:00,"I just read an article on #Gaming, and it's amazing!",3472852,10:24:00,32295,21609,0.6691,17,461,4459,210,251,110,198,58,24,30,56,3,10,3586,1777
2020-02-29 21:17:00,#Football is the future! Can't wait to see what happens next.,2130004,21:17:00,15007,7110,0.4738,1133,692,255,210,54,111,4,397,93,16,87,18,8,2996,2433
2020-10-22 05:10:00,Did you hear about #Football? Crazy stuff!,8653340,05:10:00,3933,1106,0.2812,134,394,1585,379,212,51,384,241,54,43,30,12,9,4060,2938
2020-11-10 11:09:00,"I just read an article on #Gaming, and it's amazing!",2276246,11:09:00,35806,607,0.017,543,105,1495,415,4,135,694,285,49,16,35,9,4,4417,1234
2020-02-27 07:57:00,Loving the latest updates on #FoodLover!,3937604,07:57:00,15839,462,0.0292,535,787,1080,495,228,146,228,310,22,6,74,16,9,4871,1389
2020-05-28 12:29:00,Just saw something interesting about #Football. Thoughts?,9458416,12:29:00,20690,14100,0.6815,1647,687,3872,352,261,143,472,250,87,39,2,10,0,3388,597
2020-09-03 01:33:00,Loving the latest updates on #Gaming!,3051639,01:33:00,37170,5548,0.1493,1101,423,3998,206,186,192,639,15,60,37,19,20,2,1721,973
2020-07-01 00:28:00,#BreakingNews is the future! Can't wait to see what happens next.,2812456,00:28:00,5401,1294,0.2396,1235,943,1567,170,210,197,678,176,71,12,31,16,10,3773,2968
2020-04-22 12:45:00,"I just read an article on #AI, and it's amazing!",8014439,12:45:00,27513,24276,0.8823,1805,802,4669,91,288,152,210,55,13,2,74,2,4,3318,919
2020-08-03 18:41:00,Did you hear about #Gaming? Crazy stuff!,9654729,18:41:00,38078,12429,0.3264,1929,479,3311,254,2,73,307,332,22,2,64,20,0,3559,547
2020-09-26 08:24:00,Loving the latest updates on #AI!,1751524,08:24:00,28090,16047,0.5713,511,917,2194,264,291,71,232,377,51,12,0,9,8,3641,340
2020-08-24 08:02:00,#AI is the future! Can't wait to see what happens next.,9338734,08:02:00,25107,9683,0.3857,706,618,3316,187,118,125,645,92,29,8,76,2,7,3378,2960
2020-08-11 14:02:00,"I just read an article on #FoodLover, and it's amazing!",3545590,14:02:00,47042,4912,0.1044,1923,930,1621,33,166,148,277,303,69,11,72,5,9,449,2385
2020-03-12 01:00:00,Loving the latest updates on #AI!,7840330,01:00:00,25841,7637,0.2955,1662,493,1060,439,277,19,302,35,100,30,29,2,2,3293,361
2020-08-18 17:11:00,Just saw something interesting about #AI. Thoughts?,3825950,17:11:00,41556,16216,0.3902,1600,524,1006,132,188,26,32,365,65,30,18,12,3,4403,1440
2020-05-25 00:13:00,Did you hear about #FoodLover? Crazy stuff!,1194056,00:13:00,24188,18880,0.7806,1165,830,4475,375,2,41,376,313,96,23,39,15,8,289,1439
2020-08-29 23:38:00,"I just read an article on #Gaming, and it's amazing!",5828331,23:38:00,24714,6165,0.2495,1514,667,3992,385,6,71,571,255,57,32,56,5,2,1331,786
2020-11-09 18:40:00,Did you hear about #FoodLover? Crazy stuff!,5188916,18:40:00,4135,825,0.1995,1298,226,1953,94,97,179,250,258,99,9,16,18,4,4983,2606
2020-09-29 00:55:00,"I just read an article on #AI, and it's amazing!",6244608,00:55:00,16696,16442,0.9848,1263,557,4177,9,103,143,12,147,81,3,22,4,2,4363,148
2020-11-08 12:04:00,Loving the latest updates on #Football!,6020219,12:04:00,15965,5783,0.3622,652,947,3177,124,8,118,407,140,61,0,20,12,6,1394,553
2020-08-30 02:06:00,Loving the latest updates on #Football!,5569178,02:06:00,21561,3303,0.1532,419,33,2317,84,181,13,192,369,58,4,46,12,4,3861,783
2020-10-17 02:36:00,"I just read an article on #AI, and it's amazing!",9290341,02:36:00,7390,2963,0.4009,1193,341,1953,483,167,37,7,209,9,28,32,9,8,2832,1618
2020-11-19 20:38:00,Loving the latest updates on #Gaming!,3691637,20:38:00,30558,30476,0.9973,1083,278,26,210,216,8,478,146,33,8,15,11,0,2060,2150
2020-12-20 06:30:00,"I just read an article on #AI, and it's amazing!",6795197,06:30:00,13839,8752,0.6324,304,195,446,27,115,28,89,308,1,20,19,12,0,553,941
2020-04-12 09:56:00,Did you hear about #FoodLover? Crazy stuff!,3002205,09:56:00,37607,8049,0.214,1782,576,1205,94,214,127,418,79,10,46,73,9,10,199,2865
2020-08-04 00:02:00,"I just read an article on #FoodLover, and it's amazing!",7018940,00:02:00,29749,611,0.0205,1602,354,4016,72,63,181,256,26,66,35,91,0,0,4797,2748
2020-05-13 20:52:00,Did you hear about #BreakingNews? Crazy stuff!,6049550,20:52:00,3978,3530,0.8874,882,34,2571,129,130,173,126,22,37,16,46,13,9,3499,1252
2020-09-22 22:00:00,Loving the latest updates on #Football!,9337633,22:00:00,49119,30080,0.6124,1713,566,4063,125,17,41,673,205,99,13,29,0,1,1242,214
2020-06-12 08:18:00,Loving the latest updates on #FoodLover!,9395740,08:18:00,7074,2913,0.4118,1489,197,1012,462,15,189,105,85,80,46,37,13,10,709,847
2020-04-01 12:20:00,Loving the latest updates on #BreakingNews!,5537149,12:20:00,19015,1070,0.0563,1498,423,2575,180,262,169,323,364,85,18,65,0,9,1906,2490
2020-07-30 15:58:00,#FoodLover is the future! Can't wait to see what happens next.,9516125,15:58:00,41023,4171,0.1017,1500,627,2495,455,244,188,694,389,50,17,94,19,0,3493,157
2020-03-20 15:23:00,#AI is the future! Can't wait to see what happens next.,6570443,15:23:00,29331,22583,0.7699,683,851,2047,408,135,26,147,26,11,26,53,10,3,4866,2006
2020-06-28 00:12:00,Just saw something interesting about #AI. Thoughts?,5305758,00:12:00,10967,6674,0.6086,262,680,1306,184,239,171,396,217,49,14,96,12,4,4106,690
2020-12-03 15:01:00,Just saw something interesting about #AI. Thoughts?,4235998,15:01:00,18289,3000,0.164,417,429,75,483,132,27,572,232,15,17,13,3,6,4892,1834
2020-02-07 18:22:00,Did you hear about #AI? Crazy stuff!,2470289,18:22:00,22134,1115,0.0504,601,294,2070,243,187,33,165,188,28,14,80,9,7,171,2754
2020-11-04 03:06:00,Did you hear about #AI? Crazy stuff!,7391338,03:06:00,28890,4172,0.1444,726,878,3596,439,9,63,491,70,50,34,77,19,3,1771,694
2020-10-15 21:33:00,Did you hear about #BreakingNews? Crazy stuff!,3255575,21:33:00,36104,35946,0.9956,1468,752,2188,433,290,200,599,188,46,15,78,19,3,1983,588
2020-03-01 18:07:00,Did you hear about #Gaming? Crazy stuff!,8606982,18:07:00,48033,26037,0.5421,150,515,3385,183,155,78,115,190,84,10,47,12,5,3980,2501
2020-01-11 09:44:00,#FoodLover is the future! Can't wait to see what happens next.,3204970,09:44:00,30199,19717,0.6529,1106,168,299,101,46,117,223,176,45,43,28,18,0,4334,816
2020-12-27 21:06:00,#FoodLover is the future! Can't wait to see what happens next.,5851423,21:06:00,2710,2083,0.7686,163,717,4691,212,62,107,474,68,28,11,77,20,7,4023,483
2020-03-17 21:30:00,Did you hear about #BreakingNews? Crazy stuff!,8552786,21:30:00,44187,42071,0.9521,919,613,295,248,210,87,610,61,61,43,67,3,5,2856,628
2020-03-15 19:07:00,Did you hear about #AI? Crazy stuff!,6849092,19:07:00,44514,4612,0.1036,100,977,2750,3,184,22,207,4,100,36,44,3,2,1496,2289
2020-11-18 20:49:00,#FoodLover is the future! Can't wait to see what happens next.,9379986,20:49:00,3134,2207,0.7042,46,125,1276,338,162,11,163,340,9,7,51,1,2,2477,2830
2020-06-02 18:22:00,Did you hear about #BreakingNews? Crazy stuff!,2242370,18:22:00,4089,2667,0.6522,837,241,1171,12,196,159,278,15,79,43,90,8,8,4029,2932
2020-07-02 07:50:00,Loving the latest updates on #Football!,2537251,07:50:00,35454,18936,0.5341,1389,260,4054,283,109,40,135,147,39,28,9,3,1,1049,1634
2020-02-27 18:10:00,Did you hear about #AI? Crazy stuff!,7143553,18:10:00,28234,11708,0.4147,923,435,4050,252,231,166,212,24,49,4,41,13,10,4244,2611
2020-04-29 02:07:00,Did you hear about #BreakingNews? Crazy stuff!,1309542,02:07:00,13434,8066,0.6004,309,308,3509,365,212,103,360,339,37,33,14,7,1,103,2663
2020-08-01 21:49:00,Did you hear about #BreakingNews? Crazy stuff!,8310081,21:49:00,20498,8448,0.4121,97,74,2287,307,278,188,609,207,0,18,52,14,2,3903,1853
2020-10-10 18:37:00,Just saw something interesting about #AI. Thoughts?,8725014,18:37:00,35751,17230,0.4819,206,652,1551,437,64,173,289,186,95,2,49,9,4,4410,781
2020-06-04 03:09:00,#AI is the future! Can't wait to see what happens next.,1438624,03:09:00,34102,19564,0.5737,1180,570,1131,393,294,190,282,362,32,21,10,6,3,4788,934
2020-06-22 07:34:00,Loving the latest updates on #Gaming!,2406942,07:34:00,13333,7923,0.5942,1545,374,2452,356,279,117,79,208,5,35,22,6,9,2251,311
2020-03-27 00:43:00,Did you hear about #AI? Crazy stuff!,8835067,00:43:00,48446,17196,0.355,344,823,4503,168,135,75,535,148,73,50,21,20,7,4218,2474
2020-07-22 01:40:00,#AI is the future! Can't wait to see what happens next.,5807604,01:40:00,43755,5828,0.1332,1735,331,587,115,70,195,549,162,74,25,32,17,1,3947,997
2020-08-09 19:56:00,Did you hear about #FoodLover? Crazy stuff!,9888209,19:56:00,47877,46098,0.9628,1958,963,3207,283,156,114,397,355,68,37,65,5,1,2743,2861
2020-01-16 19:30:00,"I just read an article on #Gaming, and it's amazing!",4613138,19:30:00,47005,29796,0.6339,1086,704,2183,111,50,7,332,390,80,2,93,1,7,2617,1854
2020-05-21 17:03:00,Loving the latest updates on #Football!,7288836,17:03:00,25454,9585,0.3766,1903,123,4378,413,130,125,613,219,24,45,87,13,4,4917,2592
2020-11-05 04:22:00,"I just read an article on #Football, and it's amazing!",3764359,04:22:00,35164,16433,0.4673,599,980,1507,450,277,163,652,235,78,10,41,11,9,2283,1500
2020-06-09 05:40:00,Did you hear about #Football? Crazy stuff!,9609708,05:40:00,7237,3394,0.469,1850,148,1802,112,175,200,177,192,41,30,48,10,7,2475,2633
2020-07-13 06:07:00,Loving the latest updates on #BreakingNews!,2982989,06:07:00,46230,27527,0.5954,409,317,148,460,91,77,297,228,7,40,64,2,8,4184,2892
2020-01-26 16:32:00,Did you hear about #FoodLover? Crazy stuff!,9180903,16:32:00,13817,930,0.0673,1776,845,4875,92,23,35,53,54,61,15,1,0,10,3020,153
2020-08-17 12:01:00,#Gaming is the future! Can't wait to see what happens next.,5629891,12:01:00,4755,875,0.184,1074,651,651,28,102,70,600,198,16,35,39,19,4,2149,610
2020-05-25 22:12:00,Just saw something interesting about #FoodLover. Thoughts?,8272483,22:12:00,3901,1639,0.4201,1016,1000,4638,78,106,22,311,301,87,17,51,1,3,4875,656
2020-10-16 08:26:00,"I just read an article on #Gaming, and it's amazing!",9982641,08:26:00,46138,34942,0.7573,1151,651,2112,86,25,157,208,118,18,31,35,2,6,3215,2673
